session_id,user_id,timestamp,traffic_source,device_type,country,product_category,visited_site,viewed_product,added_to_cart,initiated_checkout,completed_purchase,page_views,session_duration_sec,cart_value,revenue
SES_000881,USER_881,2025-12-30T15:42:24.741Z,Referral,Mobile,US,Books,Yes,Yes,No,No,No,14,525,0,0
SES_000882,USER_882,2025-12-23T00:16:32.227Z,Instagram,,United States,Beauty,Yes,Yes,No,No,No,6,1397,0,0
SES_000883,USER_883,2025-12-05T16:27:35.583Z,Facebook,,Australia,,Yes,Yes,No,No,No,15,1687,0,0
SES_000884,USER_1781,2025-12-17T09:09:41.240Z,google,,UK,,Yes,No,No,No,No,2,72,0,0
SES_000885,USER_885,2025-12-17T05:35:16.437Z,Google,mobile,US,,Yes,No,No,No,No,3,1238,0,0
SES_000886,USER_886,2025-12-09T20:27:12.335Z,Direct,Tablet,,,Yes,Yes,Yes,Yes,Yes,3,1152,487.66,324.96
SES_000887,USER_887,2025-12-19T19:58:43.479Z,Instagram,Mobile,Germany,Electronics,Yes,Yes,Yes,No,No,2,1200,447.45,0
SES_000888,USER_888,2025-12-25T08:27:42.236Z,Instagram,,UK,,Yes,No,No,No,No,3,779,0,0
SES_000889,USER_889,2025-12-14T17:09:26.425Z,Email,mobile,United States,,Yes,No,No,No,No,1,817,0,0
SES_000890,USER_890,2025-12-03T09:44:01.576Z,Organic Search,mobile,United States,,Yes,No,No,No,No,3,1160,0,0
SES_000891,USER_891,2025-12-27T14:11:19.153Z,Facebook,,USA,Sports,Yes,Yes,Yes,Yes,No,4,1009,387.81,0
SES_000892,USER_892,2025-12-14T20:38:46.877Z,email,Tablet,Germany,Books,Yes,Yes,No,No,No,4,1596,0,0
SES_000893,USER_369,2025-12-28T14:07:24.877Z,Organic Search,Mobile,Australia,Home & Garden,Yes,Yes,No,No,No,12,854,0,0
SES_000894,USER_894,2025-12-08T07:44:01.780Z,Facebook,mobile,Canada,,Yes,Yes,No,No,No,4,1478,0,0
SES_000895,USER_895,2025-12-26T01:39:19.054Z,Direct,Tablet,United States,,Yes,No,No,No,No,2,838,0,0
SES_000896,USER_896,2025-12-18T17:48:49.959Z,Facebook,Desktop,,Home & Garden,Yes,Yes,Yes,Yes,No,7,489,33.44,0
SES_000897,USER_897,2025-12-08T01:03:51.347Z,Referral,Mobile,Germany,,Yes,Yes,Yes,No,No,10,1625,519.68,0
SES_000898,USER_898,2025-12-30T13:36:15.678Z,Google,Desktop,Germany,,Yes,No,No,No,No,2,862,0,0
SES_000899,USER_899,2025-12-16T09:49:02.054Z,Instagram,Desktop,France,,Yes,No,No,No,No,2,1251,0,0
SES_000900,USER_900,2025-12-09T15:30:25.524Z,Direct,Tablet,France,,Yes,No,No,No,No,1,388,0,0
SES_000901,USER_901,2025-12-20T10:35:04.150Z,Instagram,Desktop,Australia,Home & Garden,Yes,Yes,Yes,No,No,7,1756,99.7,0
SES_000902,USER_902,2025-12-10T22:26:25.593Z,Instagram,Mobile,United States,Toys,Yes,Yes,Yes,Yes,Yes,13,731,272.87,182.95
SES_000903,USER_903,2025-12-02T08:38:59.745Z,Instagram,Tablet,Canada,,Yes,No,No,No,No,3,1568,0,0
SES_000904,USER_904,2025-12-12T14:59:49.052Z,google,Mobile,US,Toys,Yes,Yes,No,No,No,12,904,0,0
SES_000905,USER_822,2025-12-07T22:27:46.560Z,Email,desktop,Australia,Beauty,Yes,Yes,No,No,No,13,1257,0,0
SES_000906,USER_906,2025-12-24T22:28:26.850Z,google,mobile,France,,Yes,No,No,No,No,1,652,0,0
SES_000907,USER_907,2025-12-11T04:50:32.619Z,Google,,Canada,Sports,Yes,Yes,No,No,No,4,1199,0,0
SES_000908,USER_1282,2025-12-23T08:19:31.603Z,Email,Mobile,India,,Yes,Yes,Yes,Yes,Yes,10,498,329.71,369.79
SES_000909,USER_909,2025-12-02T07:09:54.398Z,google,Desktop,UK,Toys,Yes,Yes,No,No,No,4,3337,0,0
SES_000910,USER_910,2025-12-28T06:59:26.338Z,Google,mobile,Germany,Sports,Yes,Yes,No,No,No,14,918,0,0
SES_000911,USER_911,2025-12-27T11:06:14.529Z,google,Desktop,Germany,,Yes,No,No,No,No,1,1725,0,0
SES_000912,USER_912,2025-12-18T23:19:55.662Z,Facebook,Tablet,Australia,Books,Yes,Yes,Yes,Yes,No,12,296,140.19,0
SES_000913,USER_913,2025-12-06T14:16:14.748Z,Google,,India,Home & Garden,Yes,Yes,No,No,No,6,1688,0,0
SES_000914,USER_1855,2025-12-27T20:23:45.576Z,Organic Search,Desktop,US,Home & Garden,Yes,Yes,No,No,No,14,1461,0,0
SES_000915,USER_2,2025-12-27T20:18:54.388Z,Instagram,mobile,USA,,Yes,No,No,No,No,2,629,0,0
SES_000916,USER_800,2025-12-23T03:15:36.022Z,email,,France,Beauty,Yes,Yes,No,No,No,9,252,0,0
SES_000917,USER_917,2025-12-04T14:09:30.966Z,Direct,Mobile,France,Electronics,Yes,Yes,Yes,No,No,8,421,401.35,0
SES_000918,USER_150,2025-12-31T04:26:37.009Z,google,desktop,Germany,Beauty,Yes,Yes,Yes,Yes,Yes,14,1792,198.49,357.9
SES_000919,USER_919,2025-12-26T15:44:06.849Z,Referral,mobile,,Beauty,Yes,Yes,Yes,Yes,Yes,12,1316,313.24,80.42
SES_000920,USER_920,,email,mobile,United States,Toys,Yes,Yes,No,No,No,12,1068,0,0
SES_000921,USER_921,2025-12-15T21:14:27.079Z,Email,,US,,Yes,Yes,No,No,No,13,200,0,0
SES_000922,USER_922,2025-12-09T10:23:49.114Z,google,Desktop,,,Yes,No,No,No,No,2,349,0,0
SES_000923,USER_923,2025-12-13T06:48:07.883Z,Google,Mobile,United States,Home & Garden,Yes,Yes,Yes,No,No,1,1083,439.43,0
SES_000924,USER_924,2025-12-13T19:51:59.101Z,Facebook,mobile,,Toys,Yes,Yes,No,No,No,8,1190,0,0
SES_000925,USER_925,2025-12-04T21:12:14.945Z,Facebook,Tablet,Germany,,Yes,No,No,No,No,1,180,0,0
SES_000926,USER_37,2025-12-30T03:16:18.867Z,google,Tablet,Australia,Fashion,Yes,Yes,No,No,No,11,44,0,0
SES_000927,USER_667,2025-12-08T21:34:16.791Z,Google,desktop,Canada,Home & Garden,Yes,Yes,Yes,No,No,12,399,353.89,0
SES_000928,USER_928,2025-12-04T11:08:37.175Z,google,Desktop,,,Yes,No,No,No,No,1,900,0,0
SES_000929,USER_929,2025-12-18T11:47:08.779Z,email,,,,Yes,Yes,No,No,No,2,45,0,N/A
SES_000930,USER_1041,2025-12-22T20:49:04.124Z,email,Mobile,Australia,Beauty,Yes,Yes,Yes,Yes,Yes,12,618,318.46,53.35
SES_000931,USER_1949,2025-12-16T03:10:10.152Z,Referral,desktop,,,Yes,No,No,No,No,3,1808,0,0
SES_000932,USER_1649,2025-12-03T21:34:06.536Z,Instagram,Mobile,,Toys,Yes,Yes,No,No,No,14,391,0,0
SES_000933,USER_216,2025-12-10T17:25:03.367Z,Direct,Tablet,USA,Sports,Yes,Yes,No,No,No,3,455,0,0
SES_000934,USER_934,,Organic Search,desktop,United States,,Yes,No,No,No,No,2,207,0,0
SES_000935,USER_935,2025-12-12T02:14:51.686Z,Organic Search,Tablet,Germany,Toys,Yes,Yes,Yes,No,No,11,41,381.23,0
SES_000936,USER_936,2025-12-04T02:15:50.196Z,Organic Search,,United States,Beauty,Yes,Yes,Yes,Yes,No,1,144,211.97,0
SES_000937,USER_340,2025-12-17T05:03:26.521Z,Google,desktop,Germany,Toys,Yes,Yes,No,No,No,14,1144,0,0
SES_000938,USER_938,2025-12-11T18:33:20.947Z,Direct,desktop,France,Sports,Yes,Yes,No,No,No,7,1441,0,0
SES_000939,USER_554,2025-12-13T01:32:20.763Z,Email,desktop,UK,Home & Garden,Yes,Yes,No,No,No,13,435,0,0
SES_000940,USER_940,2025-12-24T02:54:31.781Z,email,,India,,Yes,No,No,No,No,1,1448,0,0
SES_000941,USER_941,2025-12-21T13:26:16.053Z,Direct,Mobile,Canada,Fashion,Yes,Yes,Yes,Yes,Yes,12,1075,428.85,424.02
SES_000942,USER_89,2025-12-21T21:27:00.232Z,Google,Mobile,Canada,,Yes,Yes,No,No,No,1,1779,0,0
SES_000943,USER_511,2025-12-03T06:24:09.065Z,Email,Mobile,US,,Yes,No,No,No,No,1,361,0,0
SES_000944,USER_944,2025-12-12T12:44:13.532Z,Facebook,Desktop,US,,Yes,No,No,No,No,1,1524,0,0
SES_000945,USER_945,2025-12-07T15:56:16.348Z,Facebook,,UK,Books,Yes,Yes,No,No,No,6,733,0,0
SES_000946,USER_946,2025-12-18T18:24:05.802Z,Email,desktop,Canada,Fashion,Yes,Yes,Yes,Yes,Yes,7,1406,171.31,313.89
SES_000947,USER_991,2025-12-03T12:53:28.038Z,google,,UK,Sports,Yes,Yes,No,No,No,8,592,0,0
SES_000948,USER_948,2025-12-20T03:03:16.877Z,google,Tablet,Germany,,Yes,No,No,No,No,1,312,0,0
SES_000949,USER_949,2025-12-08T11:28:26.457Z,Google,desktop,USA,,Yes,No,No,No,No,2,1516,0,0
SES_000950,USER_1471,2025-12-14T21:01:40.965Z,Email,desktop,India,Home & Garden,Yes,Yes,Yes,Yes,Yes,15,127,468.87,169.26
SES_000951,USER_951,2025-12-14T05:03:50.897Z,Facebook,Desktop,Canada,Beauty,Yes,Yes,No,No,No,14,1536,0,0
SES_000952,USER_952,2025-12-06T20:55:49.076Z,Organic Search,desktop,UK,Toys,Yes,Yes,No,No,No,1,994,0,0
SES_000953,USER_263,2025-12-26T06:56:24.043Z,Instagram,Tablet,Australia,,Yes,No,No,No,No,1,1160,0,0
SES_000954,USER_954,2025-12-15T15:10:54.519Z,Instagram,,Australia,,Yes,No,No,No,No,3,1815,0,0
SES_000955,USER_318,2025-12-03T12:23:05.253Z,Google,Desktop,Canada,Sports,Yes,Yes,No,No,No,11,30,0,0
SES_000956,USER_956,2025-12-01T06:15:55.475Z,Facebook,,France,Sports,Yes,Yes,Yes,No,No,7,1542,324.24,0
SES_000957,USER_957,2025-12-19T21:10:23.857Z,Direct,Tablet,,,Yes,Yes,No,No,No,8,1682,0,0
SES_000958,USER_518,2025-12-19T23:34:41.791Z,Referral,,US,,Yes,No,No,No,No,2,508,0,0
SES_000959,USER_488,2025-12-03T15:12:59.762Z,email,,,Sports,Yes,Yes,Yes,No,No,3,1483,204.81,0
SES_000960,USER_1781,2025-12-06T09:28:45.732Z,Facebook,Desktop,Australia,,Yes,No,No,No,No,3,1392,0,0
SES_000961,USER_961,2025-12-26T21:21:44.088Z,Organic Search,Tablet,,,Yes,No,No,No,No,3,1355,0,0
SES_000962,USER_962,2025-12-29T06:05:49.985Z,Google,Desktop,India,,Yes,No,No,No,No,2,,0,0
SES_000963,USER_1025,2025-12-11T17:04:12.730Z,Instagram,Mobile,United States,Electronics,Yes,Yes,Yes,Yes,Yes,3,424,156.24,215.72
SES_000964,USER_964,2025-12-31T01:34:07.544Z,Direct,mobile,Canada,,Yes,No,No,No,No,2,1478,0,0
SES_000965,USER_965,2025-12-09T16:27:20.057Z,Email,desktop,Germany,Beauty,Yes,Yes,No,No,No,2,327,0,0
SES_000966,USER_966,2025-12-29T04:02:05.687Z,Google,Tablet,Canada,,Yes,No,No,No,No,3,1485,0,0
SES_000967,USER_679,2025-12-27T07:54:53.584Z,email,Tablet,Germany,Sports,Yes,Yes,Yes,No,No,11,261,359.79,0
SES_000968,USER_1149,2025-12-19T02:19:39.226Z,Email,mobile,Australia,Toys,Yes,Yes,No,No,No,3,1403,0,0
SES_000969,USER_1848,2025-12-28T00:44:57.936Z,Referral,desktop,France,,Yes,No,No,No,No,3,1186,0,0
SES_000970,USER_1047,2025-12-06T23:01:58.930Z,google,mobile,USA,Toys,Yes,Yes,No,No,No,10,1777,0,0
SES_000971,USER_971,2025-12-16T23:50:27.167Z,email,Mobile,Germany,Beauty,Yes,Yes,No,No,No,7,1371,0,0
SES_000972,USER_200,2025-12-06T10:24:01.715Z,email,mobile,India,Fashion,Yes,Yes,Yes,Yes,Yes,8,559,47.17,418.99
SES_000973,USER_1046,2025-12-23T05:18:40.115Z,email,,Australia,,Yes,No,No,No,No,3,1039,0,0
SES_000974,USER_974,2025-12-27T12:12:51.875Z,Organic Search,,United States,Fashion,Yes,Yes,No,No,No,4,1507,0,0
SES_000975,USER_606,2025-12-04T00:42:01.088Z,Instagram,Tablet,United States,,Yes,No,No,No,No,2,737,0,0
SES_000976,USER_489,2025-12-06T10:27:48.428Z,Facebook,mobile,US,,Yes,Yes,Yes,Yes,Yes,9,,254.19,421.6
SES_000977,USER_977,2025-12-28T07:13:15.794Z,Facebook,mobile,Germany,,Yes,No,No,No,No,3,1540,0,0
SES_000978,USER_978,2025-12-02T07:42:46.112Z,Facebook,desktop,US,Beauty,Yes,Yes,No,No,No,3,1526,0,0
SES_000979,USER_220,2025-12-13T11:26:27.222Z,email,,,Sports,Yes,Yes,Yes,No,No,14,1211,344.66,0
SES_000980,USER_980,,email,mobile,,Books,Yes,Yes,No,No,No,3,1557,0,0
SES_000981,USER_981,2025-12-17T08:10:01.392Z,email,Desktop,UK,Fashion,Yes,Yes,Yes,Yes,No,3,53,386.89,0
SES_000982,USER_982,2025-12-18T07:11:58.025Z,email,Desktop,India,Beauty,Yes,Yes,Yes,No,No,6,661,499.37,0
SES_000983,USER_983,2025-12-03T04:51:30.785Z,Email,mobile,Canada,,Yes,Yes,Yes,Yes,No,10,851,74.78,0
SES_000984,USER_984,2025-12-09T15:42:34.462Z,Instagram,mobile,India,,Yes,No,No,No,No,2,426,0,0
SES_000985,USER_985,2025-12-10T11:15:12.808Z,Instagram,mobile,France,Sports,Yes,Yes,Yes,No,No,8,326,367.72,0
SES_000986,USER_1586,2025-12-21T15:21:35.543Z,Google,mobile,US,,Yes,No,No,No,No,1,766,0,0
SES_000987,USER_987,2025-12-12T21:13:03.351Z,email,mobile,US,Sports,Yes,Yes,No,No,No,3,1754,0,0
SES_000988,USER_988,2025-12-06T06:23:15.801Z,Referral,Desktop,France,,Yes,No,No,No,No,3,852,0,0
SES_000989,USER_989,2025-12-27T02:46:37.182Z,Google,mobile,UK,,Yes,No,No,No,No,2,396,0,0
SES_000990,USER_990,2025-12-24T18:07:24.521Z,Referral,Desktop,Australia,Fashion,Yes,Yes,No,No,No,6,1398,0,0
SES_000991,USER_991,2025-12-27T12:19:06.767Z,Facebook,mobile,USA,Sports,Yes,Yes,Yes,Yes,Yes,1,1252,393.51,142.69
SES_000992,USER_992,2025-12-15T06:22:13.117Z,Referral,Mobile,Germany,,Yes,No,No,No,No,1,124,0,0
SES_000993,USER_993,2025-12-25T17:15:39.605Z,email,Tablet,Australia,Toys,Yes,Yes,Yes,Yes,Yes,14,1677,102.56,406.24
SES_000994,USER_994,2025-12-12T09:33:30.700Z,Direct,desktop,US,Fashion,Yes,Yes,Yes,Yes,Yes,6,973,229.26,493.09
SES_000995,USER_995,2025-12-22T19:44:22.882Z,Google,Tablet,Australia,Toys,Yes,Yes,No,No,No,15,1660,0,0
SES_000996,USER_31,2025-12-10T07:30:21.348Z,Referral,Mobile,,Home & Garden,Yes,Yes,No,No,No,9,1234,0,0
SES_000997,USER_997,2025-12-06T20:54:36.107Z,Organic Search,Tablet,United States,Books,Yes,Yes,Yes,Yes,Yes,9,,41.75,119.39
SES_000998,USER_979,2025-12-24T23:37:33.629Z,Organic Search,,,Sports,Yes,Yes,No,No,No,4,1219,0,0
SES_000999,USER_1981,2025-12-31T18:22:44.633Z,email,,US,,Yes,Yes,No,No,No,8,1102,0,0
SES_001000,USER_1000,2025-12-10T05:56:31.609Z,Facebook,mobile,France,,Yes,No,No,No,No,1,,0,0
SES_001001,USER_1561,2025-12-09T13:33:48.421Z,Direct,Desktop,Canada,,Yes,Yes,No,No,No,3,798,0,0
SES_001002,USER_1002,2025-12-12T16:26:56.982Z,Direct,,UK,Sports,Yes,Yes,Yes,Yes,Yes,12,105,262.29,435.29
SES_001003,USER_1003,2025-12-22T18:43:13.826Z,Organic Search,Desktop,Canada,,Yes,No,No,No,No,3,4623,0,0
SES_001004,USER_1459,2025-12-12T00:25:25.724Z,email,mobile,Germany,Beauty,Yes,Yes,No,No,No,6,1064,0,0
SES_001005,USER_1005,2025-12-21T03:01:38.126Z,Direct,mobile,,Sports,Yes,Yes,No,No,No,4,662,0,0
SES_001006,USER_1035,2025-12-04T10:14:45.505Z,Google,mobile,UK,,Yes,No,No,No,No,2,812,0,0
SES_001007,USER_1007,2025-12-29T21:43:18.417Z,Google,mobile,India,Fashion,Yes,Yes,No,No,No,7,1543,0,0
SES_001008,USER_1008,2025-12-26T04:06:51.773Z,google,Desktop,UK,,Yes,No,No,No,No,3,1695,0,0
SES_001009,USER_1009,2025-12-24T03:52:32.908Z,email,Tablet,India,Toys,Yes,Yes,No,No,No,12,323,0,0
SES_001010,USER_1010,2025-12-23T06:59:58.579Z,Facebook,Tablet,Australia,,Yes,No,No,No,No,1,3524,0,0
SES_001011,USER_1011,2025-12-14T15:37:23.913Z,email,,Canada,Beauty,Yes,Yes,Yes,Yes,Yes,7,1306,437.15,261.8
SES_001012,USER_1012,2025-12-08T03:11:17.844Z,Direct,,US,,Yes,Yes,No,No,No,4,1537,0,0
SES_001013,USER_1013,2025-12-21T04:56:23.968Z,Instagram,Mobile,US,Toys,Yes,Yes,Yes,No,No,7,359,441.18,0
SES_001014,USER_1014,,Instagram,Desktop,India,Sports,Yes,Yes,Yes,No,No,8,1466,127.74,0
SES_001015,USER_1015,2025-12-10T20:08:19.253Z,google,desktop,France,,Yes,Yes,No,No,No,5,1801,0,0
SES_001016,USER_1016,2025-12-23T22:59:12.910Z,Google,Desktop,Canada,Sports,Yes,Yes,Yes,Yes,No,11,1371,,0
SES_001017,USER_1017,2025-12-23T19:05:33.137Z,Direct,Desktop,Australia,Home & Garden,Yes,Yes,No,No,No,9,383,0,0
SES_001018,USER_1018,2025-12-19T21:17:17.922Z,google,Tablet,US,Beauty,Yes,Yes,No,No,No,3,7161,0,0
SES_001019,USER_1889,,email,Mobile,Australia,,Yes,No,No,No,No,2,1125,0,0
SES_001020,USER_1020,2025-12-30T14:53:04.849Z,Referral,desktop,USA,Home & Garden,Yes,Yes,Yes,No,No,7,1591,62.69,0
SES_001021,USER_1021,2025-12-31T17:23:07.085Z,Instagram,Mobile,US,Books,Yes,Yes,No,No,No,9,1787,0,0
SES_001022,USER_1022,2025-12-24T21:03:16.952Z,Organic Search,desktop,Germany,Electronics,Yes,Yes,No,No,No,6,2582,0,0
SES_001023,USER_1539,2025-12-08T16:14:13.370Z,Organic Search,desktop,Germany,Toys,Yes,Yes,No,No,No,14,631,0,0
SES_001024,USER_1024,2025-12-03T04:39:02.852Z,Direct,Tablet,Australia,Home & Garden,Yes,Yes,Yes,Yes,Yes,1,1925,299.95,403.52
SES_001025,USER_1025,2025-12-02T22:12:38.793Z,google,Tablet,USA,Fashion,Yes,Yes,No,No,No,11,1196,0,0
SES_001026,USER_1026,2025-12-14T13:08:48.436Z,Organic Search,mobile,UK,Fashion,Yes,Yes,No,No,No,1,0,0,0
SES_001027,USER_1027,2025-12-26T22:42:43.306Z,Direct,mobile,Australia,,Yes,No,No,No,No,3,1715,0,0
SES_001028,USER_1979,2025-12-15T14:32:53.869Z,email,desktop,India,,Yes,No,No,No,No,3,369,0,0
SES_001029,USER_1029,2025-12-07T10:04:31.820Z,Facebook,mobile,,,Yes,Yes,No,No,No,7,758,0,0
SES_001030,USER_1030,2025-12-06T05:01:32.210Z,Instagram,,,Sports,Yes,Yes,No,No,No,5,1785,0,0
SES_001031,USER_1031,2025-12-18T13:56:29.914Z,Direct,desktop,France,,Yes,No,No,No,No,2,603,0,0
SES_001032,USER_1032,2025-12-16T08:58:38.910Z,Direct,Mobile,US,Toys,Yes,Yes,Yes,Yes,Yes,7,903,519.67,109.29
SES_001033,USER_1033,2025-12-17T03:31:06.808Z,Referral,,France,,Yes,No,No,No,No,3,247,0,0
SES_001034,USER_512,2025-12-05T22:32:26.686Z,Instagram,Tablet,Australia,Sports,Yes,Yes,No,No,No,13,229,0,0
SES_001035,USER_1035,2025-12-23T02:08:47.653Z,email,Mobile,UK,Sports,Yes,Yes,No,No,No,8,1585,0,0
SES_001036,USER_1036,2025-12-01T17:34:22.448Z,Organic Search,mobile,Germany,Electronics,Yes,Yes,No,No,No,6,2391,0,0
SES_001037,USER_1411,2025-12-09T11:28:27.431Z,Organic Search,desktop,Australia,,Yes,No,No,No,No,1,1324,0,0
SES_001038,USER_1894,2025-12-30T11:18:51.831Z,Facebook,Desktop,United States,,Yes,No,No,No,No,1,2705,0,0
SES_001039,USER_1039,2025-12-20T08:14:57.052Z,Google,Mobile,Canada,Home & Garden,Yes,Yes,No,No,No,11,134,0,0
SES_001040,USER_1312,2025-12-30T06:14:39.092Z,Referral,Tablet,India,,Yes,No,No,No,No,1,1111,0,0
SES_001041,USER_852,2025-12-29T00:50:07.955Z,Instagram,Mobile,US,,Yes,No,No,No,No,3,1369,0,0
SES_001042,USER_1042,2025-12-20T03:16:42.137Z,Direct,Mobile,United States,Beauty,Yes,Yes,No,No,No,13,1241,0,0
SES_001043,USER_1719,2025-12-01T23:51:48.686Z,Google,desktop,United States,Sports,Yes,Yes,Yes,Yes,Yes,2,1164,88.63,419.65
SES_001044,USER_148,2025-12-13T06:22:03.146Z,Facebook,Mobile,France,,Yes,No,No,No,No,3,1059,0,0
SES_001045,USER_1045,2025-12-14T02:59:22.673Z,Organic Search,mobile,India,Beauty,Yes,Yes,No,No,No,7,716,0,0
SES_001046,USER_1742,2025-12-28T13:26:38.045Z,Email,Mobile,,Beauty,Yes,Yes,No,No,No,14,1668,0,0
SES_001047,USER_388,2025-12-12T09:54:04.725Z,Email,Desktop,United States,Books,Yes,Yes,No,No,No,12,316,0,0
SES_001048,USER_1048,2025-12-31T12:45:00.299Z,Direct,Mobile,US,,Yes,No,No,No,No,3,1718,0,0
SES_001049,USER_478,2025-12-20T05:01:18.546Z,Organic Search,Tablet,United States,,Yes,No,No,No,No,1,1141,0,0
SES_001050,USER_1050,2025-12-30T19:40:28.563Z,Facebook,desktop,India,,Yes,Yes,Yes,No,No,9,1596,212.91,0
SES_001051,USER_1051,2025-12-23T05:31:14.368Z,Google,Desktop,United States,,Yes,No,No,No,No,2,423,0,0
SES_001052,USER_1052,2025-12-24T06:46:57.410Z,Facebook,mobile,Canada,,Yes,No,No,No,No,2,479,0,0
SES_001053,USER_1053,2025-12-05T05:39:13.229Z,Instagram,Mobile,United States,Home & Garden,Yes,Yes,Yes,No,No,8,1582,476.34,0
SES_001054,USER_1720,2025-12-23T21:08:44.412Z,Facebook,mobile,,Toys,Yes,Yes,No,No,No,7,1721,0,0
SES_001055,USER_1055,2025-12-04T20:37:13.038Z,Referral,,Germany,,Yes,No,No,No,No,1,1390,0,0
SES_001056,USER_1056,2025-12-23T07:00:21.282Z,Instagram,mobile,US,,Yes,No,No,No,No,3,848,0,0
SES_001057,USER_1033,2025-12-25T02:03:35.266Z,Facebook,desktop,USA,,Yes,No,No,No,No,1,54,0,0
SES_001058,USER_1058,2025-12-05T06:05:15.209Z,Referral,Mobile,USA,Toys,Yes,Yes,No,No,No,12,182,0,0
SES_001059,USER_1279,2025-12-11T09:52:06.440Z,Email,Mobile,,Electronics,Yes,Yes,No,No,No,14,62,0,0
SES_001060,USER_250,2025-12-07T18:38:04.230Z,Direct,,,,Yes,No,No,No,No,1,1662,0,0
SES_001061,USER_1061,2025-12-19T20:18:16.103Z,email,Desktop,US,,Yes,No,No,No,No,3,1306,0,0
SES_001062,USER_1712,2025-12-17T19:56:53.283Z,Organic Search,Tablet,Germany,,Yes,No,No,No,No,2,930,0,0
SES_001063,USER_1063,2025-12-15T21:42:23.509Z,Referral,,USA,Toys,Yes,Yes,No,No,No,10,1822,0,0
SES_001064,USER_1064,2025-12-06T12:02:10.774Z,Email,Mobile,United States,Home & Garden,Yes,Yes,No,No,No,9,1111,0,0
SES_001065,USER_1879,2025-12-08T03:37:44.641Z,Google,Mobile,,,Yes,No,No,No,No,2,1139,0,0
SES_001066,USER_903,2025-12-10T10:56:51.448Z,Email,,Germany,,Yes,No,No,No,No,1,1093,0,0
SES_001067,USER_1728,2025-12-05T14:55:12.594Z,Direct,Desktop,US,Toys,Yes,Yes,No,No,No,15,558,0,0
SES_001068,USER_1068,2025-12-03T14:08:13.419Z,Referral,Tablet,USA,Fashion,Yes,Yes,No,No,No,15,1002,0,0
SES_001069,USER_1069,2025-12-21T20:00:24.298Z,Direct,,Germany,Home & Garden,Yes,Yes,Yes,Yes,No,10,907,131.42,0
SES_001070,USER_1070,2025-12-14T09:40:13.212Z,Instagram,,Australia,Fashion,Yes,Yes,No,No,No,11,1722,0,0
SES_001071,USER_1071,2025-12-07T01:56:41.484Z,Organic Search,desktop,India,Fashion,Yes,Yes,Yes,No,No,13,589,235.98,N/A
SES_001072,USER_1072,2025-12-04T19:36:45.788Z,Facebook,,United States,Home & Garden,Yes,Yes,Yes,Yes,Yes,11,48,134.42,264.63
SES_001073,USER_1073,2025-12-26T00:58:34.096Z,Email,mobile,,Home & Garden,Yes,Yes,No,No,No,10,1810,0,0
SES_001074,USER_1074,2025-12-21T23:08:25.382Z,Facebook,desktop,India,,Yes,Yes,Yes,Yes,Yes,14,1442,50.08,304.8
SES_001075,USER_1075,2025-12-02T07:26:04.038Z,Email,desktop,US,,Yes,No,No,No,No,2,1484,0,0
SES_001076,USER_1076,2025-12-05T17:11:31.144Z,Referral,Tablet,,Sports,Yes,Yes,Yes,Yes,No,12,415,299.87,0
SES_001077,USER_1077,2025-12-16T05:13:16.901Z,Email,Tablet,France,Home & Garden,Yes,Yes,No,No,No,2,60,0,0
SES_001078,USER_1411,2025-12-10T14:25:05.115Z,Organic Search,Desktop,United States,Books,Yes,Yes,No,No,No,14,1399,0,0
SES_001079,USER_1079,2025-12-09T14:48:21.356Z,email,Tablet,Germany,,Yes,No,No,No,No,3,125,0,0
SES_001080,USER_1080,,Email,Mobile,Australia,,Yes,No,No,No,No,1,1011,0,0
SES_001081,USER_1081,2025-12-16T17:37:58.881Z,google,Tablet,India,,Yes,No,No,No,No,2,1207,0,0
SES_001082,USER_1082,2025-12-23T00:24:07.203Z,Facebook,Desktop,United States,,Yes,Yes,No,No,No,15,457,0,0
SES_001083,USER_587,2025-12-10T03:01:23.620Z,Facebook,Mobile,India,,Yes,No,No,No,No,2,869,0,0
SES_001084,USER_683,2025-12-31T10:08:28.409Z,google,mobile,US,,Yes,No,No,No,No,1,1043,0,0
SES_001085,USER_1968,2025-12-25T18:01:35.909Z,Organic Search,mobile,Canada,,Yes,No,No,No,No,3,,0,0
SES_001086,USER_1086,2025-12-08T20:27:59.464Z,email,Tablet,France,,Yes,No,No,No,No,2,1000,0,0
SES_001087,USER_1087,2025-12-13T00:48:43.213Z,Instagram,Mobile,USA,Books,Yes,Yes,No,No,No,11,2818,0,0
SES_001088,USER_1088,2025-12-03T10:31:51.375Z,Email,Mobile,India,Electronics,Yes,Yes,No,No,No,15,130,0,0
SES_001089,USER_1089,2025-12-29T07:11:26.878Z,google,desktop,United States,Beauty,Yes,Yes,No,No,No,4,781,0,0
SES_001090,USER_103,2025-12-14T20:19:25.918Z,email,Tablet,France,Toys,Yes,Yes,No,No,No,14,827,0,0
SES_001091,USER_1091,2025-12-31T17:18:57.979Z,Facebook,Mobile,USA,Home & Garden,Yes,Yes,No,No,No,8,1062,0,0
SES_001092,USER_1092,2025-12-19T01:02:49.011Z,Facebook,Mobile,Germany,Toys,Yes,Yes,No,No,No,1,1274,0,0
SES_001093,USER_1510,2025-12-21T13:13:29.519Z,Organic Search,,Canada,,Yes,No,No,No,No,3,1427,0,0
